owner_id,name,address1,address2,address3,city,county,state,postal_code,license_type,license_number,subordinate
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","1819 MARTIN DRIVE",,,"WEATHERFORD","Parker","TX","76086","BC","722917",
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","2141 COTTONWOOD STREET",,,"ABILENE","Taylor","TX","79601-2501","BI","132659",
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","2019 W OAK",,,"PALESTINE","Anderson","TX","758012019","BI","298942",
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","2248 LIVE OAK STREET",,,"COMMERCE","Hunt","TX","75428","BI","623752",
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","1604 BESSEMER AVENUE",,,"LLANO","Llano","TX","78643","BI","623753",
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","211 WEBSTER AVENUE",,,"WACO","McLennan","TX","76701","L","605722",
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","1805 RECORD CROSSING",,,"DALLAS","Dallas","TX","75235","W","623741","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","2141 COTTONWOOD STREET",,,"ABILENE","Taylor","TX","79601","W","623744","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","2019 W OAK",,,"PALESTINE","Anderson","TX","75801","W","623745","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","2801 IH 35E NORTH",,,"DENTON","Denton ","TX","76201","W","623746","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","104 E INDUSTRIAL BLVD SUITE Q",,,"EARLY","Brown","TX","76802","W","623748","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","3803 PARKWOOD BOULEVARD SUITE 300","PARKWOOD OFFICE CENTER",,"FRISCO","Collin","TX","75034","W","623751","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","7001 WILL ROGERS BOULEVARD",,,"FORT WORTH","Tarrant","TX","76140","W","623756","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","4101 MCKINNEY FALLS PARKWAY",,,"AUSTIN","Travis","TX","78744","W","685458","O"
"BEN E. KEITH COMPANY","BEN E. KEITH BEVERAGES","12170 ROJAS DRIVE",,,"EL PASO","El Paso","TX","79936","W","724035","O"
"BEN E. KEITH COMPANY","BEN E. KEITH COMPANY","12170 ROJAS DRIVE",,,"EL PASO","El Paso","TX","79936","BI","724037",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA","23412 HWY 242",,,"NEW CANEY","Montgomery","TX","77357","BQ","876595",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #723","9601 IH 40 EAST",,,"AMARILLO","Potter","TX","79118","BQ","554618",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #724","3001 MOUNTAIN PASS BOULEVARD",,,"ANTHONY","El Paso","TX","79821","BQ","553338",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #725","1876 E FREEWAY",,,"BAYTOWN","Harris","TX","77521","BQ","611933","FB"
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #727","1305 E MONTE CRISTO ROAD",,,"EDINBURG","Hidalgo","TX","78539","BQ","576373",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #728","1301 N HORIZON BOULEVARD",,,"EL PASO","El Paso","TX","79928","BQ","605161",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #729","15919 N FREEWAY",,,"HOUSTON","Harris","TX","77090","BQ","553702",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #730","1011 BELTWAY PARKWAY",,,"LAREDO","Webb","TX","78045","BQ","628214",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #733","602 4TH STREET",,,"LUBBOCK","Lubbock","TX","79401","BQ","740380",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #735","7112 IH 10 WEST",,,"ORANGE","Orange","TX","77632","BQ","554390",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #736","100 E PINEHURST",,,"PECOS","Reeves","TX","79772","BQ","556073",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #737","1815 N FOSTER ROAD",,,"SAN ANTONIO","Bexar","TX","78244","BQ","554343",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #739","2409 S NEW ROAD",,,"WACO","McLennan","TX","767111821","BQ","487149",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #740","204 S WALLER AVENUE",,,"BROOKSHIRE","Waller","TX","77423","BQ","624278",
"BEVERAGE MANAGEMENT ASSOCIATES INC.","FLYING J TRAVEL PLAZA #741","2311 OLD JACKSBORO HWY",,,"WICHITA FALLS","Wichita","TX","76302","BQ","605166",
"BIG ANTLERS 281 INC.","HARD EIGHT PIT BAR-B-Q","1091 GLEN ROSE ROAD",,,"STEPHENVILLE","Erath","TX","76401","N","828272","PE"
"BIG DIAMOND NUMBER 1 INC.","CORNER STORE #540","901 N EARL RUDDER FREEWAY",,,"BRYAN","Brazos","TX","77802","BQ","192457",
"BIG DIAMOND NUMBER 1 INC.","CORNER STORE #541","15513 HWY 30",,,"ROANS PRAIRIE","Grimes","TX","77875","BQ","192459",
"BIG DIAMOND NUMBER 1 INC.","CORNER STORE #547","603 HARVEY ROAD",,,"COLLEGE STATION","Brazos","TX","77840","BQ","214680",
"BIG DIAMOND NUMBER 1 INC.","CORNER STORE #560","4609 E 29TH STREET",,,"BRYAN","Brazos","TX","77806","BQ","192456",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #0574","12350 JONES ROAD",,,"HOUSTON","Harris","TX","77070","BQ","137451",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #348","605 IH 45 SOUTH",,,"HUNTSVILLE","Walker","TX","77340","BQ","192267",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #526","4101 BELLAIRE BOULEVARD",,,"SOUTHSIDE PLACE","Harris","TX","77005","BQ","10604",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #527","14360 MEMORIAL DRIVE",,,"HOUSTON","Harris","TX","77079","BQ","20590",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #565","901 BUNKER HILL",,,"HOUSTON","Harris","TX","77024","BQ","33371",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #591","172 FM 1488",,,"CONROE","Montgomery","TX","77384","BQ","192261",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #592","12464 FM 3083",,,"CONROE","Montgomery","TX","77301","BF","192259",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #593","14587 FM 1485",,,"CONROE","Montgomery","TX","77306","BQ","609681",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #594","1101 LOOP 336 WEST",,,"CONROE","Montgomery","TX","77301","BQ","192260",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #595","3782 HWY 19 'A'",,,"RIVERSIDE","Walker","TX","77367","BQ","192270",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #597","5600 W DAVIS STREET",,,"CONROE","Montgomery","TX","77304","BQ","228782",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #599","101 FM 980",,,"HUNTSVILLE","Walker","TX","77320","BQ","192266",
"BIG DIAMOND NUMBER 1 INC.","VALERO CORNER STORE #745","5255 DAVIS BOULEVARD",,,"NORTH RICHLAND HILLS","Tarrant","TX","76180","BQ","614723",
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","2973 W 7TH STREET",,,"FORT WORTH","Tarrant","TX","76107","MB","790563","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","2000 WILLOWBROOK MALL #8000A",,,"HOUSTON","Harris","TX","78701","MB","790701","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","24 WATERWAY AVENUE SUITE 175R",,,"THE WOODLANDS","Montgomery","TX","77380","MB","802053","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","22610 HWY 281 NORTH SUITE 105",,,"SAN ANTONIO","Bexar","TX","78258","MB","835979","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","15900 LA CANTERA PARKWAY SUITE 22100",,,"SAN ANTONIO","Bexar","TX","78256","MB","845181","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","4001 BAGPIPER WAY SUITE 101",,,"ARLINGTON","Tarrant","TX","76018","MB","853373","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","8166 PARK LANE SUITE C310",,,"DALLAS","Dallas","TX","75231","MB","889281","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","700 BAYBROOK MALL DRIVE SUITE G100",,,"HOUSTON","Harris","TX","77546","MB","926456","LB,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","340 CONEFLOWER DRIVE",,,"GARLAND","Dallas","TX","75040","N","868053","NL,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","190 E STACY ROAD SUITE 1000",,,"ALLEN","Collin","TX","75002","N","908234","NL,PE"
"BL RESTAURANT OPERATIONS LLC","BAR LOUIE","1101 MELBOURNE ROAD UNIT LL04",,,"HURST","Tarrant","TX","76053","RM","864760","FB,LB,PE"
"BORGER COUNTRY CLUB","BORGER COUNTRY CLUB","800 BROADMOOR STREET",,,"BORGER","Hutchinson","TX","79007","N","37558",
"BORGER COUNTRY CLUB","BORGER COUNTRY CLUB GOLF COURSE","810 BROADMOOR STREET",,,"BORGER","Hutchinson","TX","79007","BG","490503",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B EXPRESS #5002","101 W YORK",,,"GANADO","Jackson","TX","77962","BQ","836223",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B&B EXPRESS #58","103 HWY 96 NORTH",,,"PINELAND","Sabine","TX","75968","BQ","833180",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B FOOD #26","1117 MAIN STREET",,,"JEWETT","Leon","TX","75846","Q","520400","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B FOOD #40","3523 1/2 FRONT STREET",,,"BROOKSHIRE","Waller","TX","77432","BF","529855","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B&B FOOD #56","420 N HILL STREET",,,"TATUM","Rusk","TX","75691-1783","BQ","844608",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B FOOD #59","285 HWY 105 EAST",,,"SOUR LAKE","Hardin","TX","77659","Q","519381","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B FOOD #62","520 W 1ST STREET",,,"GROVETON","Trinity","TX","758459601","Q","519566","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B FOOD #65","16800 HWY 36 SOUTH",,,"SOMERVILLE","Burleson ","TX","77879","Q","521226","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","B & B FOOD #77","1200 MILLER STREET",,,"ANAHUAC","Chambers","TX","77514","BQ","833894",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #1","301 S CHESTNUT",,,"LUFKIN","Angelina","TX","75901","Q","648347","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #10","300 HWY 84 WEST",,,"FAIRFIELD","Freestone","TX","75840","BQ","827744",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS # 100","9265 HWY 6",,,"MERIDIAN","Bosque","TX","76665","BQ","867221",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #109","750 HWY 377 SOUTH",,,"PILOT POINT","Denton ","TX","76258","BQ","909474",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #11","303 N AUSTIN PARKWAY",,,"BRENHAM","Washington","TX","77833","Q","520403","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #12","401 N 4TH STREET",,,"CROCKETT","Houston","TX","75835","BQ","678855",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #13","400 2ND STREET",,,"HEARNE","Robertson","TX","77859","BQ","724610",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #14","609 W COURT STREET",,,"NEWTON","Newton","TX","75966","BF","519385","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #16","603 E HOUSTON",,,"CLEVELAND","Liberty","TX","77327","BF","647166","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #17","210 CHEROKEE STREET",,,"JACKSONVILLE","Cherokee","TX","75766","BQ","751679",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #18","520 S MAGNOLIA",,,"WOODVILLE","Tyler","TX","75979","BQ","762850",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #19","725 W CAMERON",,,"ROCKDALE","Milam","TX","76567","BF","465891","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #2","1216 S STREET",,,"NACOGDOCHES","Nacogdoches","TX","75961","Q","519265","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #20","245 MANN STREET",,,"HEMPHILL","Sabine","TX","75948","BQ","826145",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #21","1253 W CHURCH",,,"LIVINGSTON","Polk","TX","77351","Q","633562","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #22","425 N MAIN STREET",,,"RUSK","Cherokee","TX","75785","BQ","727753",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #23","515 S ROBB STREET",,,"TRINITY","Trinity","TX","75862","Q","519579","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #24","100 S HOME",,,"CORRIGAN","Polk","TX","75939","BF","633568","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #25","1807 W FRANK",,,"LUFKIN","Angelina","TX","75904","BF","648343","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #270","1380 N MAIN",,,"VIDOR","Orange","TX","77662","BQ","794598",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #28","705 W COLUMBIA",,,"SAN AUGUSTINE","San Augustine","TX","75972","BF","519383","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #29","333 S 5TH STREET",,,"SILSBEE","Hardin","TX","77656","BQ","748502",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #30","403 MAIN",,,"MADISONVILLE","Madison","TX","77864","Q","616450","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #32","105 HURST",,,"CENTER","Shelby","TX","75935","Q","640590","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #33","2601 11TH STREET",,,"HUNTSVILLE","Walker","TX","77340","Q","520196","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #34","1400 HWY 71 SOUTH",,,"COLUMBUS","Colorado","TX","78943","BF","521664","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #35","221 N TEMPLE",,,"DIBOLL","Angelina","TX","75941","BQ","685811",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #36","155 MONROE STREET",,,"KOUNTZE","Hardin","TX","77625","BQ","735356",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #37","513 E AUSTIN",,,"GIDDINGS","Lee","TX","78942","Q","519089","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #38","20185 HWY 59",,,"NEW CANEY","Montgomery","TX","77357","BF","462212","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #39","720 S FRONT STREET",,,"BELLVILLE","Austin","TX","77418","BF","527423",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #41","220 LOOP 255 EAST",,,"TEAGUE","Freestone","TX","75860","BQ","828175",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #42","1420 N UNIVERSITY DRIVE",,,"NACOGDOCHES","Nacogdoches","TX","75961","Q","519280","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #43","403 HWY 90 EAST",,,"DAYTON","Liberty","TX","77535","Q","615740","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #44","803 HWY 36 NORTH",,,"CALDWELL","Burleson ","TX","77836","BF","521223","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #45","1125 S WHEELER",,,"JASPER","Jasper","TX","75951","BQ","696730",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #46","1701 W 4TH",,,"CAMERON","Milam","TX","76520","BF","519165","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #48","18535 FM 1488",,,"MAGNOLIA","Montgomery","TX","77355","BF","519687","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #5","816 N TIMBERLAND DRIVE",,,"LUFKIN","Angelina","TX","75901","Q","648341","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #51","2325 N MAIN",,,"LIBERTY","Liberty","TX","77575","Q","615750","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #52","104 N MAIN",,,"HUNTINGTON","Angelina","TX","75949","Q","648339","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #54","1220 W COMMERCE STREET",,,"BUFFALO","Leon","TX","75831","BQ","724051",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #55","501 LOOP 230 NORTHWEST",,,"SMITHVILLE","Bastrop","TX","78957","BF","519100","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #6","309 LASALLE",,,"NAVASOTA","Grimes","TX","77868","BF","520295",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #61","300 BHWY 290 EAST",,,"HEMPSTEAD","Waller","TX","77445","Q","529857","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #63","406 N FRONTAGE ROAD",,,"LORENA","McLennan","TX","76655","BQ","711538",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #66","801 S MCCARTY",,,"EAGLE LAKE","Colorado","TX","77434","BF","521666",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #67","14100 RR 12",,,"WIMBERLEY","Hays","TX","78676","BG","683490",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #68","1250 W MCGREGOR DRIVE",,,"MCGREGOR","McLennan","TX","76657","Q","605426","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #69","215 MILL CREEK DRIVE",,,"SALADO","Bell","TX","76571","BQ","679567",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #71","14658 HWY 190 WEST",,,"ONALASKA","Polk","TX","77360","Q","518828","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #72","14761 HWY 150 WEST",,,"COLDSPRING","San Jacinto","TX","77331","BF","519680",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #73","21005 EVA STREET",,,"MONTGOMERY","Montgomery","TX","77356","BF","519577",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #74","1514 N TEXANA",,,"HALLETTSVILLE","Lavaca","TX","77964","Q","556791","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #75","209 MAIN STREET",,,"NORMANGEE","Leon","TX","77871","BQ","711540",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #76","305 W YORK",,,"GANADO","Jackson","TX","77962","BQ","828135",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #8","412 W PANOLA",,,"CARTHAGE","Panola","TX","75633","BQ","861029",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #84","1004 E MAIN",,,"HAMILTON","Hamilton","TX","76531","BQ","868187",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS # 86","109 N MAIN STREET",,,"MAYPEARL","Ellis","TX","76064","BQ","868186",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS # 88","313 E CRINER STREET",,,"GRANDVIEW","Johnson","TX","76050","BQ","868194",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #9","5249 FRANZ ROAD",,,"KATY","Harris","TX","77493","BF","635360","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS # 90","509 HWY 34 EAST",,,"ITALY","Ellis","TX","76651","BQ","868195",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS # 93","610 S CENTRAL",,,"FERRIS","Ellis","TX","75125","BQ","868193",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS # 94","307 NE 4TH STREET",,,"HUBBARD","Hill","TX","76648","BQ","871177",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #95","208 N PATRICK",,,"DUBLIN","Erath","TX","76446","BQ","868192",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS #96","2305 LIPAN HWY",,,"GRANBURY","Hood","TX","76048","BQ","868189",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS EXPRESS #80","902 AVE C",,,"VALLEY MILLS","Bosque","TX","76689","BQ","851222",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS EXPRESS #81","198 E MAIN STREET",,,"ZAVALLA","Angelina","TX","75980-9251","BQ","876320",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS EXPRESS #82","982 HWY 77",,,"ROSEBUD","Falls","TX","76570-3084","BQ","860758",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","BROOKSHIRE BROTHERS EXPRESS #83","15792 HWY 94 NORTH",,,"APPLE SPRINGS","Trinity","TX","75926","BQ","883396",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S #103","100 S SPEARS STREET",,,"ALVARADO","Johnson","TX","76009","BQ","868169",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S #104","803 S BOSQUE",,,"WHITNEY","Hill","TX","76692","BQ","868174",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S #105","614 S AVE G",,,"CLIFTON","Bosque","TX","76634","BQ","869501",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S #106","5210 ACTON HWY",,,"ACTON","Hood","TX","76048","BQ","868179",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S # 107","205 AUSTIN ROAD",,,"GLEN ROSE","Somervell","TX","76043","BQ","868170",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S #108","600 E MULBERRY STREET",,,"KAUFMAN","Kaufman","TX","75142","BQ","869174",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","DAVID'S EXPRESS # 102","5303 FM 933",,,"WHITNEY","Hill","TX","76692","BQ","868178",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","PECAN FOODS #101","9201 PLANTATION BOULEVARD",,,"GRANBURY","Hood","TX","76049","BQ","868172",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TABACCO BARN #19","725 W CAMERON SUITE B",,,"ROCKDALE","Milam","TX","76567","Q","519161",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TABACCO BARN #21","1223 W CHURCH",,,"LIVINGSTON","Polk","TX","77351","BF","633565",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TABACCO BARN #73","21003 EVA STREET",,,"MONTGOMERY","Montgomery","TX","77356","Q","519684",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #11","305 N AUSTIN PARKWAY",,,"BRENHAM","Washington","TX","77833","Q","520738",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN # 17","204 N RAGSDALE STREET",,,"JACKSONVILLE","Cherokee","TX","75766","BQ","751675",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #2","1222 S STREET",,,"NACOGDOCHES","Nacogdoches","TX","75961","BF","548543",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #20","111 FLOYD STREET",,,"HEMPHILL","Sabine","TX","75948","BQ","826021",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #21","1223 W CHURCH",,,"LIVINGSTON","Polk","TX","77351","Q","633564",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #25","1881 W FRANK",,,"LUFKIN","Angelina","TX","75904","Q","648345","PS"
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #29","333 S 5TH STE B",,,"SILSBEE","Hardin","TX","77656","BQ","775037",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #30","517 E MAIN STREET",,,"MADISONVILLE","Madison","TX","77864","BQ","850140",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #32","105 HURST SUITE B",,,"CENTER","Shelby","TX","75935","Q","519282",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #36","809 HWY 69 SOUTH",,,"KOUNTZE","Hardin","TX","77625","Q","621029",
"BROOKSHIRE BROTHERS BEVERAGE CORPORATION","TOBACCO BARN #38","20179 HWY 59",,,"NEW CANEY","Montgomery","TX","77357","BF","462211",
